Total Power only
 Time (s)               Data...
  0.00127510738  0.276157767
  0.00255021476  0.29347676
  0.00382532226  0.315541327
  0.00510042952  0.333287567
  0.00637553725  0.369832903
  0.00765064452  0.435217828
  0.00892575178  0.433325708
  0.010200859  0.408545047
  0.0114759672  0.341405362
  0.0127510745  0.244205385
  0.0140261818  0.167849243
  0.015301289  0.107209891
  0.0165763963  0.0546883345
  0.0178515036  0.081757836
  0.0191266108  0.0958419144
  0.0204017181  0.114915691
  0.0216768254  0.157167926
  0.0229519345  0.250431061
  0.0242270418  0.280079335
  0.025502149  0.28819716
  0.0267772563  0.243121997
  0.0280523635  0.218753338
  0.0293274708  0.188555732
  0.0306025781  0.210772872
  0.0318776853  0.186526284
  0.0331527926  0.213611051
  0.0344278999  0.238529027
  0.0357030071  0.258686185
  0.0369781144  0.236499578
  0.0382532217  0.268848717
  0.0395283289  0.23608759
  0.0408034362  0.254489958
  0.0420785435  0.264377803
  0.0433536507  0.270191491
  0.044628758  0.243656069
  0.045903869  0.230945289
  0.0471789762  0.19060044
  0.0484540835  0.178149074
  0.0497291908  0.15403983
  0.051004298  0.186678872
  0.0522794053  0.198306248
  0.0535545126  0.217944607
  0.0548296198  0.193835348
  0.0561047271  0.220386058
  0.0573798344  0.233096823
  0.0586549416  0.288059801
  0.0599300489  0.27925536
  0.0612051561  0.309178293
  0.0624802634  0.285633624
  0.0637553707  0.261402309
  0.0650304779  0.221469447
  0.0663055852  0.215106428
  0.0675806925  0.15039292
  0.0688557997  0.154177159
  0.070130907  0.122636758
  0.0714060143  0.132799268
  0.0726811215  0.136583507
  0.0739562288  0.183276117
  0.0752313361  0.16894789
  0.0765064433  0.172594801
  0.0777815506  0.19708553
  0.0790566579  0.237567708
  0.0803317651  0.23080796
  0.0816068724  0.284946978
  0.0828819796  0.347493708
  0.0841570869  0.291859299
  0.0854321942  0.201022357
  0.0867073014  0.153109029
  0.0879824087  0.0446631573
  0.089257516  0.
  0.0905326232  0.0693064779
  0.0918077379  0.179217219
  0.0930828452  0.23622492
  0.0943579525  0.331929505
  0.0956330597  0.357106894
  0.096908167  0.346410304
  0.0981832743  0.315541327
  0.0994583815  0.34532693
  0.100733489  0.334096283
  0.102008596  0.300114453
  0.103283703  0.257465482
  0.104558811  0.222140834
  0.105833918  0.203997865
  0.107109025  0.194659337
  0.108384132  0.254489958
  0.10965924  0.311757088
  0.110934347  0.337758452
  0.112209454  0.286854357
  0.113484561  0.267078668
  0.114759669  0.241504535
  0.116034776  0.234195471
  0.117309883  0.23622492
  0.118584991  0.23540093
  0.119860098  0.199389637
  0.121135205  0.157839328
  0.122410312  0.130769819
  0.12368542  0.138078883
  0.124960527  0.145113304
  0.126235634  0.205889985
  0.127510741  0.222812235
  0.128785849  0.184771493
  0.130060956  0.144838631
  0.131336063  0.166765854
  0.13261117  0.135362789
  0.133886278  0.176256955
  0.135161385  0.242313266
  0.136436492  0.275471121
  0.137711599  0.292668045
  0.138986707  0.347905695
  0.140261814  0.371725023
  0.141536921  0.428168148
  0.142812029  0.419653624
  0.144087136  0.393118173
  0.145362243  0.369695574
  0.14663735  0.308506906
  0.147912458  0.218081936
  0.149187565  0.17015335
  0.150462672  0.142397195
  0.151737779  0.0875715241
  0.153012887  0.051438164
  0.154287994  0.0732280463
  0.155563101  0.123598076
  0.156838208  0.0908216983
  0.158113316  0.126832992
  0.159388423  0.19424735
  0.16066353  0.163118944
  0.161938637  0.143892571
  0.163213745  0.19424735
  0.164488852  0.231342033
  0.165763959  0.211856261
  0.167039067  0.21400778
  0.168314174  0.230395973
  0.169589281  0.288746476
  0.170864388  0.330571443
  0.172139496  0.509666562
  0.173414603  0.722346842
  0.17468971  0.910505831
  0.175964817  1.
  0.177239925  0.947188497
  0.178515032  0.814938605
  0.179790139  0.656549931
  0.181065246  0.508445859
  0.182340369  0.388784617
  0.183615476  0.385259777
  0.184890583  0.352498651
  0.18616569  0.344655514
  0.187440798  0.299305707
  0.188715905  0.30795759
  0.189991012  0.315678656
  0.191266119  0.287129015
  0.192541227  0.283726245
  0.193816334  0.310139626
  0.195091441  0.297398329
  0.196366549  0.304844737
  0.197641656  0.341664761
  0.198916763  0.346684992
  0.20019187  0.344655514
  0.201466978  0.355489433
  0.202742085  0.350209802
  0.204017192  0.291447312
  0.205292299  0.284138232
  0.206567407  0.314335853
  0.207842514  0.324071109
  0.209117621  0.269245446
  0.210392728  0.234058142
  0.211667836  0.187624931
  0.212942943  0.139024943
  0.21421805  0.177462429
  0.215493158  0.262882441
