Stokes I Q U V
 Time (s)               Data...
  1.46654838E-05  0.0915415958 -0.0144821275  0.0125525054  0.0250643604
  2.93309677E-05  0.171645522  0.00990027189  0.0128555754 -0.0392386839
  4.39964497E-05  0.240306035 -0.0440040343  0.00425965525 -0.115592502
  5.86619353E-05  0.23643668 -0.0137529168  0.0416799895 -0.0961582065
  7.3327421E-05  0.382286757 -0.0472520478  0.072795257 -0.0657958016
  8.79928994E-05  0.467462003 -0.0243726503  0.0184505004 -0.107969314
  0.000102658385  0.538328886 -0.0422431007  0.0328731053 -0.135384202
  0.000117323871  0.689118564  0.00605678791  0.00110712461 -0.108608432
  0.000131989349  0.805824935 -0.00354396133  0.0236888714 -0.166705281
  0.000146654842  0.82979852 -0.0121480152 -0.0806595981 -0.173584238
  0.00016132032  0.896944225 -0.0413164608 -0.0323792286 -0.0995135903
  0.000175985799  1.00000083 -0.0332983211 -0.0147595238 -0.14824228
  0.000190651292  0.883063912 -0.0797990635  0.0479672216 -0.0666115209
  0.00020531677  0.836219966  0.0390527956 -0.036173556 -0.176233217
  0.000219982248  0.886077046  0.0451507829  0.0203432087 -0.144176304
  0.000234647741  0.879227459  0.0252710227  0.0194993634 -0.13049829
  0.00024931322  0.877893806 -0.0504300073  0.0537790507 -0.104971334
  0.000263978698  0.724107444  0.0508857593 -0.00909328833 -0.0705849975
  0.000278644176  0.792191625 -0.0455930121 -0.0096697174 -0.0240553785
  0.000293309684  0.762586951  0.0252646543 -0.0119011505 -0.0437545702
  0.000307975162  0.66493094 -0.00716772629  0.000209797276 -0.10792727
  0.000322640641  0.598476827 -0.0161602683  0.0618520267 -0.069075495
  0.000337306119  0.564047754 -0.0168831106  0.0420781411 -0.0556245446
  0.000351971597  0.526967764 -0.0294166263 -0.0354990773 -0.0344494879
  0.000366637076  0.501726389 -0.00334971724 -0.0324178562 -0.0837037787
  0.000381302583  0.510453045 -0.0158609413  0.0460715443 -0.091314353
  0.000395968062  0.470294058 -0.0389855318 -0.0253016353 -0.103112847
  0.00041063354  0.405963928 -0.0393803902  0.0341388732 -0.00243882486
  0.000425299018  0.455359966 -0.00424769754 -0.0554868951 -0.0413999185
  0.000439964497  0.431501687 -0.0626546443  0.0735945329 -0.0158182979
  0.000454629975  0.332940102 -0.0166856833  0.0547298603 -0.0795831382
  0.000469295483  0.404860735  0.00385641702 -0.0453607626 -0.162630901
  0.000483960961  0.426776141  0.00864564627 -0.000865807 -0.128778562
  0.000498626439  0.451375365  0.0661195815 -0.0189728029 -0.0864494741
  0.000513291918  0.531923831  0.0033851366  0.0681273714 -0.0801886171
  0.000527957396  0.503554046 -0.0489684008  0.0456436798 -0.0781493187
  0.000542622874  0.566780984 -0.031387724 -0.00390542904 -0.140438288
  0.000557288353  0.598476827 -0.0333779305 -0.0369460918 -0.05450188
  0.000571953831  0.652236164  0.0129094617  0.0096198488 -0.0324143954
  0.000586619368  0.662033081  0.0298150592 -0.00778889516 -0.0612883233
  0.000601284846  0.797707558 -0.0781814232 -0.0200900044 -0.0999172404
