Total Power only
 Time (s)               Data...
  0.00254167686  0.01980621
  0.00508335372  0.0149080642
  0.00762503035  0.0089417873
  0.0101667074  0.00447089365
  0.0127083836  0.0146944383
  0.0152500607  0.0232242309
  0.0177917369  0.0270542465
  0.0203334149  0.0234378576
  0.0228750911  0.0208743419
  0.0254167672  0.0193942171
  0.0279584453  0.0119325556
  0.0305001214  0.0153353168
  0.0330417976  0.0189669635
  0.0355834737  0.0279087517
  0.0381251499  0.0232242309
  0.0406668298  0.0281223767
  0.043208506  0.037933927
  0.0457501821  0.0387884341
  0.0482918583  0.0428320728
  0.0508335344  0.0151216909
  0.0533752106  0.0213015955
  0.0559168905  0.0108644236
  0.0584585667  0.0306858923
  0.0610002428  0.0302586406
  0.063541919  0.0343022831
  0.0660835952  0.0390020609
  0.0686252713  0.0283360034
  0.0711669475  0.0232242309
  0.0737086236  0.00830090791
  0.0762502998  0.0123598082
  0.078791976  0.0349431597
  0.0813336596  0.0507209897
  0.0838753358  0.059876401
  0.0864170119  0.0456092171
  0.0889586881  0.0357976668
  0.0915003642  0.0528419912
  0.0940420404  0.0543373786
  0.0965837166  0.0556191355
  0.0991253927  0.0479438454
  0.101667069  0.0524300002
  0.104208745  0.068833448
  0.106750421  0.0615854114
  0.109292097  0.0554055087
  0.111833781  0.0370794237
  0.114375457  0.0394140519
  0.116917133  0.0526283681
  0.119458809  0.0617990382
  0.122000486  0.0743724704
  0.124542162  0.0716105923
  0.127083838  0.0780041218
  0.129625514  0.0818341374
  0.13216719  0.0671244338
  0.134708866  0.0534828715
  0.137250543  0.037933927
  0.139792219  0.0419775695
  0.142333895  0.0468757153
  0.144875571  0.0466620885
  0.147417247  0.0409094393
  0.149958923  0.0366521701
  0.1525006  0.0366521701
  0.155042276  0.0609445348
  0.157583952  0.0701152086
  0.160125643  0.0741588473
  0.162667319  0.0737315938
  0.165208995  0.0703288317
  0.167750672  0.0767223611
  0.170292348  0.0705424547
  0.172834024  0.0873731598
  0.1753757  0.108262762
  0.177917376  0.132555127
  0.180459052  0.16964981
  0.183000728  0.189898521
  0.185542405  0.239765018
  0.188084081  0.321385533
  0.190625757  0.454596788
  0.193167433  0.610177755
  0.195709109  0.767254114
  0.198250785  0.911116183
  0.200792462  1.
  0.203334138  0.988479435
  0.205875814  0.887876689
  0.20841749  0.73911649
  0.210959166  0.575860202
  0.213500842  0.442664236
  0.216042519  0.383199811
  0.218584195  0.405157536
  0.221125871  0.45053789
  0.223667562  0.490608066
  0.226209238  0.575646579
  0.228750914  0.715678632
  0.23129259  0.839932859
  0.233834267  0.850598931
  0.236375943  0.734645605
  0.238917619  0.562645912
  0.241459295  0.407919437
  0.244000971  0.284946978
  0.246542647  0.216327161
  0.249084324  0.150255591
  0.251625985  0.118287936
  0.254167676  0.0735179707
  0.256709367  0.0543373786
  0.259251028  0.0432593264
  0.261792719  0.0385748073
  0.264334381  0.0370794237
  0.266876072  0.0392156877
  0.269417733  0.0385748073
  0.271959424  0.0300450139
  0.274501085  0.03558404
  0.277042776  0.0464484617
  0.279584438  0.0641489252
  0.282126129  0.0428320728
  0.28466779  0.0232242309
  0.287209481  0.0100099184
  0.289751142  0.0108644236
  0.292292833  0.0123598082
  0.294834495  0.0206607152
  0.297376186  0.0300450139
  0.299917847  0.0500801094
  0.302459538  0.0686198249
  0.305001199  0.0666971877
  0.30754289  0.0513618663
  0.310084552  0.0264133662
  0.312626243  0.0100099184
  0.315167904  0.0245059896
  0.317709595  0.037720304
  0.320251286  0.0507209897
  0.322792947  0.0415503159
  0.325334638  0.0274814982
  0.3278763  0.0225833524
  0.330417991  0.0155489435
  0.332959652  0.0176852066
  0.335501343  0.0264133662
  0.338043004  0.0336614028
  0.340584695  0.0453955904
  0.343126357  0.0240787361
  0.345668048  0.0230106059
  0.348209709  0.
  0.3507514  0.0123598082
  0.353293061  0.010437171
  0.355834752  0.00958266575
  0.358376414  0.00851453468
  0.360918105  0.00958266575
  0.363459766  0.0110780504
  0.366001457  0.0245059896
  0.368543118  0.0223697256
  0.371084809  0.0505073629
