Total Power only
 Time (s)               Data...
  1.78521095E-05  0.00859082956
  3.5704219E-05  0.00267032883
  5.35563304E-05  0.00688181911
  7.14084381E-05  0.0161898229
  8.92605531E-05  0.0135957887
  0.000107112661  0.0170748457
  0.000124964776  0.0267948434
  0.000142816876  0.0253757536
  0.000160668991  0.0219729915
  0.000178521106  0.0227969792
  0.000196373207  0.0158846416
  0.000214225322  0.0139772641
  0.000232077422  0.0169832911
  0.000249929552  0.012375067
  0.000267781637  0.0185854882
  0.000285633752  0.00889601
  0.000303485867  0.0119935917
  0.000321337982  0.0204928666
  0.000339190097  0.0148775466
  0.000357042212  0.010971237
  0.000374894298  0.0112001225
  0.000392746413  0.0122987721
  0.000410598528  0.0116884112
  0.000428450643  0.010971237
  0.000446302758  0.0145723661
  0.000464154844  0.0144960713
  0.000482006959  0.0107881287
  0.000499859103  0.0118867783
  0.00051771116  0.0098725874
  0.000535563275  0.00927748531
  0.00055341539  0.0104829483
  0.000571267505  0.0115815978
  0.00058911962  0.01029984
  0.000606971735  0.00198367285
  0.00062482385  0.00869764294
  0.000642675965  0.0126802474
  0.00066052808  0.00918593165
  0.000678380195  0.013778897
  0.00069623231  0.0168764777
  0.000714084425  0.0224002451
  0.000731936481  0.0141908908
  0.000749788596  0.0155947208
  0.000767640711  0.0261997413
  0.000785492826  0.0214847028
  0.000803344941  0.0199893191
  0.000821197056  0.0141908908
  0.000839049171  0.0117799649
  0.000856901286  0.0132906083
  0.000874753401  0.0157015342
  0.000892605516  0.0107881287
  0.000910457631  0.0185854882
  0.000928309688  0.0182955675
  0.000946161803  0.0171969179
  0.000964013918  0.0154879075
  0.000981866033  0.0195010304
  0.000999718206  0.0187838562
  0.00101757026  0.0110933091
  0.00103542232  0.00688181911
  0.00105327449  0.0118867783
  0.00107112655  0.00968947913
  0.00108897872  0.0140840774
  0.00110683078  0.0203860532
  0.00112468295  0.019592585
  0.00114253501  0.0176852066
  0.00116038718  0.0174715798
  0.00117823924  0.0160982683
  0.00119609141  0.0112764174
  0.00121394347  0.0145723661
  0.00123179553  0.0170748457
  0.0012496477  0.0101777678
  0.00126749976  0.0113984896
  0.00128535193  0.00848401617
  0.00130320399  0.00378423743
  0.00132105616  0.00419623125
  0.00133890822  0.00419623125
  0.00135676039  0.00498970039
  0.00137461245  0.00999465957
  0.00139246462  0.0117799649
  0.00141031668  0.00727855368
  0.00142816885  0.00958266575
  0.00144602091  0.0115815978
  0.00146387296  0.0215915162
  0.00148172514  0.00949111208
  0.00149957719  0.0166933704
  0.00151742937  0.0154879075
  0.00153528142  0.00709544541
  0.0015531336  0.0157778282
  0.00157098565  0.0155947208
  0.00158883783  0.0229800865
  0.00160668988  0.0192721449
  0.00162454206  0.01779202
  0.00164239411  0.0136720836
  0.00166024617  0.0173952859
  0.00167809834  0.0164797436
  0.0016959504  0.0196841378
  0.00171380257  0.0182955675
  0.00173165463  0.018997483
  0.0017495068  0.0182955675
  0.00176735886  0.0251773857
  0.00178521103  0.0269779507
  0.00180306309  0.0209811553
  0.00182091526  0.0241855495
  0.00183876732  0.0293888766
  0.00185661938  0.0446021222
  0.00187447155  0.0532845035
  0.00189232361  0.0690928549
  0.00191017578  0.0820019841
  0.00192802784  0.089295797
  0.00194588001  0.0805066004
  0.00196373207  0.0798962414
  0.00198158412  0.0731975287
  0.00199943641  0.0690928549
  0.00201728847  0.0672007352
  0.00203514053  0.0616922267
  0.00205299258  0.0760967433
  0.00207084464  0.0809948891
  0.00208869693  0.0971084163
  0.00210654899  0.134798199
  0.00212440104  0.146013588
  0.0021422531  0.144686043
  0.00216010539  0.140505075
  0.00217795745  0.161593035
  0.0021958095  0.206195161
  0.00221366156  0.315526068
  0.00223151385  0.526649892
  0.00224936591  0.777462423
  0.00226721796  0.957778275
  0.00228507002  1.
  0.00230292208  0.919066131
  0.00232077437  0.778957784
  0.00233862642  0.660746157
  0.00235647848  0.555931926
  0.00237433054  0.481132209
  0.00239218283  0.403830022
  0.00241003488  0.342717618
  0.00242788694  0.282520801
  0.002445739  0.226001367
  0.00246359105  0.162706956
  0.00248144334  0.125291824
  0.0024992954  0.109895475
  0.00251714746  0.0894789025
  0.00253499951  0.0757915601
  0.0025528518  0.0531929508
  0.00257070386  0.0434882119
  0.00258855592  0.0489967205
  0.00260640797  0.0354772247
  0.00262426026  0.0314793624
  0.00264211232  0.0274814982
  0.00265996438  0.0283970404
  0.00267781643  0.0299992375
  0.00269566849  0.0324864574
  0.00271352078  0.0230868999
  0.00273137284  0.0233920813
  0.00274922489  0.0237888154
  0.00276707695  0.0234988946
  0.00278492924  0.0305943396
  0.0028027813  0.0299992375
  0.00282063335  0.0273746848
  0.00283848541  0.0233005267
  0.0028563377  0.0240787361
  0.00287418975  0.0312809944
  0.00289204181  0.0347905718
  0.00290989387  0.0297856107
  0.00292774593  0.0186770428
  0.00294559821  0.0228885338
  0.00296345027  0.0187838562
  0.00298130233  0.0149996188
  0.00299915439  0.00927748531
  0.00301700667  0.0056916154
  0.00303485873  0.0187838562
  0.00305271079  0.0126802474
  0.00307056285  0.0106813153
  0.0030884149  0.0129854279
  0.00310626719  0.0108949421
  0.00312411925  0.00337224384
  0.00314197131  0.0101777678
  0.00315982336  0.0108949421
  0.00317767565  0.0166933704
  0.00319552771  0.0078736553
  0.00321337976  0.00927748531
  0.00323123182  0.0139009692
  0.00324908411  0.0122987721
  0.00326693617  0.0115815978
  0.00328478822  0.0213015955
  0.00330264028  0.0174715798
  0.00332049234  0.0104829483
  0.00333834463  0.00529488083
  0.00335619668  0.00167849241
  0.00337404874  0.01029984
  0.0033919008  0.0148775466
  0.00340975309  0.0202792399
  0.00342760514  0.0106813153
  0.0034454572  0.00927748531
  0.00346330926  0.0118867783
  0.00348116155  0.0186770428
  0.0034990136  0.0179751273
  0.00351686566  0.0218814369
  0.00353471772  0.0141908908
  0.00355256977  0.00328068971
  0.00357042206  0.00727855368
  0.00358827412  0.00489814626
  0.00360612618  0.00958266575
  0.00362397823  0.0150759136
  0.00364183052  0.00808728207
  0.00365968258  0.010971237
  0.00367753464  0.0154879075
  0.00369538669  0.0106813153
  0.00371323875  0.00688181911
  0.00373109104  0.00958266575
  0.0037489431  0.00538643496
  0.00376679515  0.00547798909
  0.00378464721  0.00979629252
  0.0038024995  0.013778897
  0.00382035156  0.00669871084
  0.00383820361  0.00949111208
  0.00385605567  0.0112001225
  0.00387390796  0.0115815978
  0.00389176002  0.0168764777
  0.00390961207  0.0190737769
  0.00392746413  0.01779202
  0.00394531619  0.0195010304
  0.00396316824  0.0117799649
  0.0039810203  0.00877393782
  0.00399887282  0.010971237
  0.00401672488  0.00889601
  0.00403457694  0.0168001838
  0.00405242899  0.023682002
  0.00407028105  0.00877393782
  0.00408813311  0.00578316953
  0.00410598516  0.0117799649
  0.00412383722  0.0150759136
  0.00414168928  0.
  0.0041595418  0.00459296582
  0.00417739386  0.0139009692
  0.00419524591  0.0148775466
  0.00421309797  0.00547798909
  0.00423095003  0.00907911826
  0.00424880208  0.0122987721
  0.00426665414  0.0113984896
  0.0042845062  0.0160982683
  0.00430235872  0.0118867783
  0.00432021078  0.00927748531
  0.00433806283  0.00547798909
  0.00435591489  0.00529488083
  0.00437376695  0.0130922412
  0.004391619  0.0061799041
  0.00440947106  0.00437933952
  0.00442732312  0.00608834997
  0.00444517517  0.00508125452
  0.0044630277  0.0103761349
  0.00448087975  0.02059968
  0.00449873181  0.0207827874
  0.00451658387  0.0168001838
  0.00453443592  0.0243991762
  0.00455228798  0.0233920813
  0.00457014004  0.00999465957
