#	B_name			P0					P1				Age	Bsurf	Edot		Dpi		Cpi
1     B0011+47    dth78      1.240699038946          11  hlk+04     5.6446E-16          14  hlk+04     3.48e+07 8.44e+11 1.16e+31 	00.22799583	00.03590790	00.03472078
2     B0031-07    lvw69a     0.9429509945598         17  hlk+04     4.08210E-16          7  hlk+04     3.66e+07 6.27e+11 1.92e+31 	00.22163704	00.00652757	00.04624976
3     B0037+56    dtws85     1.1182253452412         13  hlk+04     2.878973E-15        12  hlk+04     6.15e+06 1.82e+12 8.13e+31 	00.11776918	00.01953562	00.18305724
4     B0045+33    dtws85     1.217094296058           8  hlk+04     2.35454E-15          6  hlk+04     8.19e+06 *        *        	00.14512649	00.10826100	00.00000000
5     B0052+51    dtws85     2.115171148865           4  hlk+04     9.53764E-15          4  hlk+04     3.51e+06 *        *        	00.36373723	00.02513055	00.05642928
6     B0053+47    dtws85     0.472036662076           7  hlk+04     3.32849E-15          7  hlk+04     2.25e+06 *        *        	00.40770378	00.09906804	00.04233263
7     B0059+65    dbtb82     1.679164229064          12  hlk+04     5.95492E-15          9  hlk+04     4.47e+06 *        *        	00.38853224	00.02791000	00.06799249
8     J0108-1431  tnj+94     0.807564614019          20  hlk+04     7.704E-17           12  hlk+04     1.66e+08 2.32e+11 4.88e+30 	00.73063403	00.11901284	00.01430224
9     B0105+65    dls72      1.2835998429             5  hlk+04     1.3051E-14           3  hlk+04     1.56e+06 *        *        	00.47174040	00.03214139	00.02082823
10    B0105+68    dtws85     1.071118109859           5  hlk+04     4.809E-17            4  hlk+04     3.53e+08 *        *        	00.31791055	00.07443616	00.13026407
11    B0114+58    stwd85     0.1014390664824         20  hlk+04     5.849955E-15        17  hlk+04     2.75e+05 7.80e+11 2.21e+35 	00.15055593	00.05534179	00.01818526
12    J0133-6957  lml+98     0.463473741703           3  dsb+98     1.200E-16            2  dsb+98     6.12e+07 *        *        	00.19302008	00.02213098	00.07780892
13    J0134-2937  mld+96     0.13696158435100        10  hlk+04     7.83718E-17         10  hlk+04     2.77e+07 1.05e+11 1.20e+33 	00.61756656	00.09684090	00.02870271
