#	B_name			P0					P1				Age	Bsurf	Edot		Dpi		Cpi
1     B0011+47    dth78      1.240699038946          11  hlk+04     5.6446E-16          14  hlk+04     3.48e+07 8.44e+11 1.16e+31 	00.02383111	00.10242919	00.03590020
2     J0034-0534  bhl+94     0.0018771818845850       2  aaa+10b    4.966E-21            1  aaa+10b    5.99e+09 3.21e+07 3.20e+33 	00.02751150	00.04120423	00.16385855
3     B0031-07    lvw69a     0.9429509945598         17  hlk+04     4.08210E-16          7  hlk+04     3.66e+07 6.27e+11 1.92e+31 	00.23625407	00.01500941	00.04595705
4     B0037+56    dtws85     1.1182253452412         13  hlk+04     2.878973E-15        12  hlk+04     6.15e+06 1.82e+12 8.13e+31 	00.09013227	00.02647417	00.05273385
5     B0045+33    dtws85     1.217094296058           8  hlk+04     2.35454E-15          6  hlk+04     8.19e+06 *        *        	00.08928311	00.08733027	00.09455882
6     B0052+51    dtws85     2.115171148865           4  hlk+04     9.53764E-15          4  hlk+04     3.51e+06 *        *        	00.29857577	00.05776405	00.15951088
7     B0053+47    dtws85     0.472036662076           7  hlk+04     3.32849E-15          7  hlk+04     2.25e+06 *        *        	00.31354381	00.12799933	00.04290159
8     B0059+65    dbtb82     1.679164229064          12  hlk+04     5.95492E-15          9  hlk+04     4.47e+06 *        *        	00.43234653	00.04429176	00.11329444
9     B0105+65    dls72      1.2835998429             5  hlk+04     1.3051E-14           3  hlk+04     1.56e+06 *        *        	00.38713477	00.05384728	00.06486807
10    B0105+68    dtws85     1.071118109859           5  hlk+04     4.809E-17            4  hlk+04     3.53e+08 *        *        	00.21715772	00.14228678	00.09348459
11    B0114+58    stwd85     0.1014390664824         20  hlk+04     5.849955E-15        17  hlk+04     2.75e+05 7.80e+11 2.21e+35 	00.18946292	00.04208179	00.01970825
12    J0134-2937  mld+96     0.13696158413510        10  hlk+04     7.83718E-17         10  hlk+04     2.77e+07 1.05e+11 1.20e+33 	00.79817065	00.03275778	00.09921155
13    B0136+57    dth78      0.272450630950          15  hlk+04     1.071167E-14        12  hlk+04     4.03e+05 1.73e+12 2.09e+34 	00.74450387	00.01306765	00.06989410
14    B0138+59    mth72      1.2229485205457         18  hlk+04     3.91070E-16         14  hlk+04     4.95e+07 *        *        	00.26292447	00.01854917	00.09321002
15    B0144+59    stwd85     0.16321374430033        16  ywml10     2.56763E-16          8  ywml10     1.21e+07 2.27e+11 1.34e+33 	00.31776238	00.05543758	00.11925808
16    B0148-06    mlt+78     1.464664549334           7  hlk+04     4.4259E-16           5  hlk+04     5.24e+07 8.08e+11 5.46e+30 	00.44022148	00.03990294	00.19444175
17    B0149-16    mlt+78     0.8327416126878         13  hlk+04     1.299202E-15         6  hlk+04     1.02e+07 1.05e+12 8.87e+31 	00.15839422	00.02272120	00.11897504
18    B0154+61    dls72      2.35174493646            7  hlk+04     1.889254E-13         5  hlk+04     1.97e+05 *        *        	00.22327648	00.07282502	00.17426484
19    J0218+4232  nbf+95     0.0232309046783309      17  hlk+04     7.7389E-20          17  hlk+04     4.76e+08 4.27e+08 2.41e+35 	00.16679979	00.18679864	00.00000000
20    B0226+70    dtws85     1.466820306152           7  hlk+04     3.10998E-15          7  hlk+04     7.47e+06 *        *        	00.37461701	00.12826489	00.00000000
21    B0254-53    lvw69b     0.447708444058           3  smd93      3.06E-17             3  smd93      2.32e+08 1.06e+11 1.08e+31 	00.05714270	00.01784202	00.03642830
22    B0301+19    fss73      1.387584446262           3  hlk+04     1.295235E-15        20  hlk+04     1.7e+07  1.35e+12 1.91e+31 	00.44950609	00.03618727	00.07796617
23    B0320+39    dth78      3.032071956385          10  hlk+04     6.3562E-16           7  hlk+04     7.56e+07 1.39e+12 8.82e+29 	00.23541301	00.01386710	00.06819343
24    B0329+54    cp68       0.714519699726           4  hlk+04     2.048265E-15         8  hlk+04     5.53e+06 1.22e+12 2.22e+32 	00.16065476	00.00026304	00.09517429
25    B0331+45    dtws85     0.26920054029533        13  hlk+04     7.3505E-18          10  hlk+04     5.8e+08  4.48e+10 1.48e+31 	00.10482746	00.04340572	00.08687230
26    B0339+53    dth78      1.934478067294          15  hlk+04     1.342243E-14        15  hlk+04     2.28e+06 *        *        	00.18259129	00.14949429	00.05647934
27    B0353+52    dtws85     0.1970300980314          3  hlk+04     4.76594E-16          3  hlk+04     6.55e+06 3.10e+11 2.46e+33 	00.15555387	00.06727426	00.06353036
28    B0355+54    mth72      0.1563824177774         15  hlk+04     4.396862E-15        13  hlk+04     5.64e+05 8.39e+11 4.54e+34 	00.16952896	00.01020388	00.05714343
29    B0402+61    dth78      0.5945761650437          8  ywml10     5.57316E-15          3  ywml10     1.69e+06 1.84e+12 1.04e+33 	00.36522090	00.02882863	00.08939717
30    B0410+69    dtws85     0.3907150899386          3  hlk+04     7.6601E-17           3  hlk+04     8.08e+07 1.75e+11 5.05e+31 	00.06071583	00.02919849	00.05396702
31    B0447-12    mlt+78     0.4380141493906          8  hlk+04     1.02649E-16          6  hlk+04     6.76e+07 *        *        	00.32980552	00.04683464	00.03211782
