Total Power only
 Time (s)               Data...
  5.62250989E-06  61.2177162
  1.12450198E-05  60.9880371
  1.68675306E-05  60.9880371
  2.24900396E-05  61.2866173
  2.81125504E-05  61.7459717
  3.37350612E-05  62.1938438
  3.93575683E-05  60.9880371
  4.49800791E-05  61.9641647
  5.06025899E-05  60.5401649
  5.62251007E-05  61.2177162
  6.18476115E-05  61.5966835
  6.74701223E-05  61.5162964
  7.30926258E-05  60.919136
  7.87151366E-05  61.2866173
  8.43376474E-05  60.7583618
  8.99601582E-05  61.3670044
  9.5582669E-05  60.9880371
  0.00010120518  60.0808105
  0.000106827691  61.2866173
  0.000112450201  60.3104897
  0.000118072712  59.6329422
  0.000123695223  59.4032631
  0.000129317734  60.4597778
  0.000134940245  61.0684242
  0.000140562755  61.9641647
  0.000146185252  62.7220993
  0.000151807762  62.7220993
  0.000157430273  61.9641647
  0.000163052784  60.4597778
  0.000168675295  62.1134567
  0.000174297806  61.2866173
  0.000179920316  61.5162964
  0.000185542827  59.7133293
  0.000191165338  61.5966835
  0.000196787849  58.7372017
  0.00020241036  61.3670044
  0.00020803287  61.7459717
  0.000213655381  59.7822304
  0.000219277892  60.9880371
  0.000224900403  61.7459717
  0.000230522914  62.274231
  0.000236145424  60.5401649
  0.000241767935  62.6417122
  0.000247390446  61.2177162
  0.000253012957  60.3104897
  0.000258635468  60.5401649
  0.000264257978  60.7583618
  0.000269880489  61.7459717
  0.000275503  63.5489388
  0.000281125511  62.8713913
  0.000286748022  63.5489388
  0.000292370503  59.9315224
  0.000297993014  60.6090698
  0.000303615525  63.7786179
  0.000309238036  60.2415848
  0.000314860546  62.1134567
  0.000320483057  63.3192635
  0.000326105568  62.7910042
  0.000331728079  62.6417122
  0.00033735059  62.5728111
  0.0003429731  62.4235191
  0.000348595611  62.0445518
  0.000354218122  62.1134567
  0.000359840633  61.4359093
  0.000365463144  62.7910042
  0.000371085654  62.8713913
  0.000376708165  62.8713913
  0.000382330676  61.8148766
  0.000387953187  60.9880371
  0.000393575698  61.9641647
  0.000399198208  62.7220993
  0.000404820719  63.1010704
  0.00041044323  64.0771942
  0.000416065741  62.5728111
  0.000421688252  62.9517784
  0.000427310762  62.274231
  0.000432933273  62.5728111
